term_normalized,sense_rank,pos,gender,definition,source
ANDRIN,1,N,,Nom de famille dérivé du prénom André.,kaikki
ANDROS,1,N,,"Île grecque, la plus septentrionale des Cyclades.",kaikki
ANDROS,2,N,,Chef-lieu de cette île.,kaikki
ANDROUET,1,N,,"Patronyme porté par la maison Androuet, célèbre fromagerie affineur parisienne fondée en 1909.",kaikki
ANFOS,1,N,m,"Prénom masculin d'usage historique, équivalent de l'anglais Alphonse.",kaikki
ANGELE,1,N,f,"Prénom féminin, équivalent de l'anglais Angela.",kaikki
ANGELIER,1,N,,Patronyme.,kaikki
ANGELINA,1,N,f,"Prénom féminin, équivalent de l'anglais Angelina.",kaikki
ANGELLE,1,N,,Patronyme.,kaikki
ANGERS,1,N,m,"Ville française, préfecture du département de Maine-et-Loire, en Pays de la Loire, ancienne capitale de l'Anjou.",kaikki
ANGLADE,1,N,,Commune française du département de la Gironde.,kaikki
ANGLADE,2,N,,Nom de famille d'origine occitane.,kaikki
ANGLEFORT,1,N,m,"Commune française du département de l'Ain, en Auvergne-Rhône-Alpes.",kaikki
ANGOLA,1,N,m,"Pays d'Afrique australe, ancienne colonie portugaise riche en pétrole, dont la capitale est Luanda.",kaikki
ANGOULEME,1,N,f,"Ville française, préfecture du département de la Charente, en Nouvelle-Aquitaine, hôte d'un festival international de la bande dessinée.",kaikki
ANIANE,1,N,f,"Petite commune française du département de l'Hérault, en Occitanie.",kaikki
ANICHINABE,1,N,m,"Peuple autochtone d'Amérique du Nord de la région des Grands Lacs, regroupant notamment les Ojibwés, les Odawas et les Algonquins.",kaikki
ANITA,1,N,f,Prénom féminin d'origine espagnole.,kaikki
ANJOUAN,1,N,,"Île de l'archipel des Comores, dans l'océan Indien.",kaikki
ANKARA,1,N,f,"Capitale de la Turquie, au centre du pays, et nom de la province dont elle est le chef-lieu.",kaikki
ANNA,1,N,f,"Prénom féminin, équivalent de l'anglais Ann.",kaikki
ANNABELLE,1,N,f,"Prénom féminin, équivalent de l'anglais Annabelle.",kaikki
ANNAEL,1,N,f,Prénom féminin.,kaikki
ANNAELLE,1,N,f,Prénom féminin.,kaikki
ANNAM,1,N,m,Nom ancien d'une partie du Viêt Nam sous domination chinoise.,kaikki
ANNAM,2,N,m,Protectorat français du centre du Viêt Nam à l'époque de l'Indochine.,kaikki
ANNE,1,N,f,"Prénom, le plus souvent féminin, d'origine hébraïque.",kaikki
ANNE,2,N,f,"Sainte Anne, mère de la Vierge Marie dans la tradition chrétienne.",kaikki
ANNE,3,N,f,"Nom de plusieurs personnages bibliques, dont la mère du prophète Samuel et une prophétesse de l'Évangile de Luc.",kaikki
ANNECY,1,N,m,"Ville française, préfecture de la Haute-Savoie, au bord d'un lac alpin réputé, en Auvergne-Rhône-Alpes.",kaikki
ANNETTE,1,N,f,"Prénom féminin, diminutif d'Anne.",kaikki
ANNICK,1,N,f,"Prénom féminin d'origine bretonne, diminutif d'Anne.",kaikki
ANNIE,1,N,f,Prénom féminin.,kaikki
ANNONAY,1,N,f,"Commune française du département de l'Ardèche, en Auvergne-Rhône-Alpes, où les frères Montgolfier firent la première démonstration publique de leur ballon en 1783.",kaikki
ANOUCHKA,1,N,f,Prénom féminin.,kaikki
ANOUILH,1,N,,"Patronyme porté par le dramaturge français Jean Anouilh, auteur d'Antigone.",kaikki
ANP,1,N,m,"Sigle de l'Autorité nationale palestinienne, institution administrant une partie des territoires palestiniens.",kaikki
ANQUETIL,1,N,,"Patronyme porté par le coureur cycliste français Jacques Anquetil, premier quintuple vainqueur du Tour de France.",kaikki
ANSELME,1,N,m,"Prénom masculin issu des langues germaniques, équivalent de l'anglais Anselm.",kaikki
ANSPACH,1,N,,Patronyme d'origine allemande.,kaikki
ANTANANARIVO,1,N,f,"Capitale et plus grande ville de Madagascar, sur les hauts plateaux du centre de l'île.",kaikki
ANTHONY,1,N,m,Prénom masculin d'origine anglaise.,kaikki
ANTIBES,1,N,f,"Ville française des Alpes-Maritimes, sur la Côte d'Azur, en Provence-Alpes-Côte d'Azur.",kaikki
ANTICLEE,1,N,f,"Mère d'Ulysse dans la mythologie grecque, qu'il rencontre parmi les morts lors de sa descente aux Enfers.",kaikki
ANTICYTHERE,1,N,f,"Petite île grecque entre le Péloponnèse et la Crète, connue pour l'épave antique qui a livré la « machine d'Anticythère ».",kaikki
ANTIGUE,1,N,f,"Variante d'Antigua, île principale de l'État d'Antigua-et-Barbuda, dans les Caraïbes.",kaikki
ANTILLES,1,N,f,"Archipel séparant la mer des Caraïbes de l'océan Atlantique, réparti en Grandes et Petites Antilles.",kaikki
ANTIOCHE,1,N,,"Cité antique de Syrie, aujourd'hui Antakya en Turquie, grand foyer de l'hellénisme et du christianisme primitif.",kaikki
ANTIOCHE,2,N,,"Antiochos, nom de plusieurs rois séleucides.",kaikki
ANTIOCHENE,1,N,f,"Région historique d'Asie occidentale, autour de la ville d'Antioche.",kaikki
ANTIOCHOS,1,N,m,"Prénom masculin issu du grec ancien, d'usage historique, équivalent de l'anglais Antiochus.",kaikki
ANTIPHON,1,N,m,"Orateur et logographe athénien du Ve siècle av. J.-C., le premier des dix orateurs attiques.",kaikki
ANTIST,1,N,m,"Commune française du département des Hautes-Pyrénées, en Occitanie.",kaikki
ANTISTHENE,1,N,m,"Philosophe grec, disciple de Socrate, tenu pour le fondateur de l'école cynique.",kaikki
ANTOINE,1,N,m,Prénom masculin d'origine latine.,kaikki
ANTOINE,2,N,m,Nom de famille formé sur ce prénom.,kaikki
ANTOINETTE,1,N,f,"Prénom féminin, forme féminine et diminutive d'Antoine.",kaikki
ANTONESCU,1,N,,Patronyme d'origine roumaine.,kaikki
ANTRAS,1,N,,"Commune française, portée par deux localités : l'une en Ariège, l'autre dans le Gers, toutes deux en Occitanie.",kaikki
ANTRAS,2,N,,Nom de famille d'origine occitane.,kaikki
ANVERS,1,N,,"Grande ville portuaire du nord de la Belgique, sur l'Escaut, et province flamande dont elle est le chef-lieu.",kaikki
AOI,1,N,f,Prénom féminin d'origine japonaise.,kaikki
AOR,1,N,m,"Sigle d'« Athlètes olympiques de Russie », bannière sous laquelle des sportifs russes ont concouru aux Jeux de 2018 en raison des sanctions liées au dopage.",kaikki
AOSTE,1,N,f,"Chef-lieu de la Vallée d'Aoste, région alpine du nord-ouest de l'Italie.",kaikki
AOSTE,2,N,f,"Commune française de l'Isère, en Auvergne-Rhône-Alpes.",kaikki
AOUN,1,N,,"Nom de famille libanais d'origine arabe, notamment porté par Michel Aoun, président du Liban de 2016 à 2022.",kaikki
AOUNIT,1,N,,Patronyme d'origine arabe.,kaikki
AOUSTE,1,N,,"Commune française du département des Ardennes, en Grand Est.",kaikki
AP,1,N,,"Abréviation d'Apples, commune du canton de Vaud, en Suisse.",kaikki
AP,2,N,,"Abréviation désignant l'awyer, une langue de Nouvelle-Guinée.",kaikki
APAMEE,1,N,f,"Nom de plusieurs cités antiques du Proche-Orient fondées à l'époque hellénistique, dont la plus connue s'élevait sur l'Oronte, en Syrie.",kaikki
APAMENE,1,N,f,"Région historique de Syrie, autour de la ville d'Apamée sur l'Oronte.",kaikki
APENNINS,1,N,m,Chaîne de montagnes parcourant toute la longueur de la péninsule italienne.,kaikki
APLE,1,N,,"Sigle d'Action pour les enfants, organisation de protection de l'enfance.",kaikki
APOCOLOQUINTOSE,1,N,,"Pamphlet satirique en prose et en vers attribué à Sénèque, qui raille la divinisation de l'empereur Claude après sa mort.",kaikki
APOLLIN,1,N,m,"Ancienne forme du nom d'Apollon, fils de Zeus et dieu grec des arts, de la lumière et de la divination.",kaikki
APOLLINE,1,N,f,Prénom féminin.,kaikki
APOLLODORE,1,N,m,"Nom de plusieurs auteurs grecs de l'Antiquité, dont le compilateur présumé de la « Bibliothèque » mythologique.",kaikki
APOLLONIA,1,N,f,Prénom féminin issu du grec ancien.,kaikki
APOLLONIE,1,N,f,"Prénom féminin issu du grec ancien, équivalent de l'anglais Apollonia.",kaikki
APPALACHES,1,N,f,"Chaîne de montagnes de l'est de l'Amérique du Nord, s'étendant du Canada jusqu'au sud des États-Unis.",kaikki
APPELHANS,1,N,,Patronyme issu de l'alémanique.,kaikki
APPLES,1,N,,"Ancienne commune suisse du district de Morges, dans le canton de Vaud.",kaikki
APREHENDER,1,V,,Ancienne orthographe du verbe appréhender.,kaikki
APT,1,N,,"Commune française du département de Vaucluse, en Provence-Alpes-Côte d'Azur, réputée pour ses fruits confits.",kaikki
APULEE,1,N,m,"Écrivain latin du IIe siècle, originaire d'Afrique du Nord, auteur du roman « Les Métamorphoses », dit « L'Âne d'or ».",kaikki
APURIMAC,1,N,,Région des Andes du sud du Pérou.,kaikki
AQUILEE,1,N,f,"Ville du nord-est de l'Italie, dans le Frioul, grand centre de l'Empire romain et siège patriarcal au Moyen Âge.",kaikki
ARABIE,1,N,f,"Vaste péninsule d'Asie du Sud-Ouest, entre la mer Rouge et le golfe Persique, occupée en majeure partie par l'Arabie saoudite.",kaikki
ARAGON,1,N,m,"Communauté autonome du nord-est de l'Espagne, ancien royaume médiéval réuni à la Castille à la fin du XVe siècle.",kaikki
ARAGON,2,N,m,"Louis Aragon (1897-1982), poète et romancier français, l'une des figures du surréalisme puis du communisme littéraire.",kaikki
ARBACE,1,N,m,"Nom d'un chef mède de la tradition antique, présenté comme le fondateur du royaume des Mèdes après la chute de l'Assyrie, et personnage récurrent de l'opéra baroque.",kaikki
ARBAS,1,N,,"Commune française de la Haute-Garonne, en Occitanie.",kaikki
ARBAS,2,N,,"Rivière de Haute-Garonne, affluent de la rive gauche du Salat.",kaikki
ARBAS,3,N,,Nom de famille d'origine espagnole.,kaikki
ARBONNE,1,N,f,"Commune française des Pyrénées-Atlantiques, au Pays basque, en Nouvelle-Aquitaine.",kaikki
ARBRISSEL,1,N,m,"Commune française d'Ille-et-Vilaine, en Bretagne, berceau de Robert d'Arbrissel, fondateur de l'abbaye de Fontevraud.",kaikki
ARCACHON,1,N,m,"Commune française de la Gironde, station balnéaire au bord d'un bassin ostréicole, en Nouvelle-Aquitaine.",kaikki
ARCANGUES,1,N,m,"Commune française des Pyrénées-Atlantiques, au Pays basque, en Nouvelle-Aquitaine.",kaikki
ARCENEAUX,1,N,,Patronyme répandu chez les Cadiens et les Créoles de Louisiane.,kaikki
ARCEP,1,N,f,"Autorité de régulation des communications électroniques, des postes et de la distribution de la presse, organisme français chargé de superviser les télécommunications, le secteur postal et la diffusion de la presse.",kaikki
ARCHAG,1,N,m,"Prénom masculin arménien, transcription d'Aršak.",kaikki
ARCHAMBAULT,1,N,,"Nom de famille d'origine germanique, répandu au Québec.",kaikki
ARCHEBULE,1,N,m,"Poète grec de l'Antiquité, dont le nom est associé à un type de vers, l'archébuléen.",kaikki
ARCHELAUS,1,N,m,"Nom porté par plusieurs personnages de l'Antiquité grecque, dont un roi de Macédoine et un ethnarque de Judée fils d'Hérode le Grand.",kaikki
ARCHEMAQUE,1,N,m,"Historien grec de l'Antiquité, auteur d'ouvrages sur l'Eubée.",kaikki
ARCHILOQUE,1,N,m,"Poète lyrique et satirique grec du VIIe siècle av. J.-C., originaire de Paros, réputé pour ses vers mordants.",kaikki
ARCHIMEDE,1,N,m,"Savant grec de Syracuse du IIIe siècle av. J.-C., mathématicien et physicien, auteur de travaux sur la statique des fluides et le calcul des aires.",kaikki
ARCOM,1,N,f,"Autorité de régulation de la communication audiovisuelle et numérique, institution française qui encadre les médias audiovisuels ainsi que les plateformes numériques.",kaikki
ARDECHE,1,N,f,"Département du sud-est de la France, en Auvergne-Rhône-Alpes.",kaikki
ARDECHE,2,N,f,"Rivière qui lui donne son nom, affluent de la rive droite du Rhône, célèbre pour ses gorges.",kaikki
ARDENNE,1,N,,"Variante d'Ardennes, massif forestier du nord-est de la France et de la Belgique.",kaikki
ARDENNES,1,N,m,"Massif forestier de faible altitude partagé entre la France, la Belgique, le Luxembourg et l'Allemagne.",kaikki
ARDENNES,2,N,m,Département français du Grand Est.,kaikki
ARDOUIN,1,N,,Nom de lieu français.,kaikki
ARDOUIN,2,N,,"Nom de famille, variante d'Hardouin.",kaikki
AREMORIQUE,1,N,f,"Variante d'Armorique, nom antique du nord-ouest de la Gaule, correspondant à peu près à la Bretagne actuelle.",kaikki
ARETAS,1,N,m,"Nom porté par plusieurs rois nabatéens de Pétra, dont Arétas IV, contemporain du début de l'ère chrétienne.",kaikki
AREUSE,1,N,f,"Rivière du canton de Neuchâtel, en Suisse, qui se jette dans le lac de Neuchâtel.",kaikki
ARGAND,1,N,,"Patronyme porté par Jean-Robert Argand, mathématicien genevois auteur du plan d'Argand, représentation géométrique des nombres complexes.",kaikki
ARGELES,1,N,,"Forme abrégée d'Argelès-sur-Mer, commune et station balnéaire des Pyrénées-Orientales, en Occitanie.",kaikki
ARGENTEUIL,1,N,m,"Commune française du Val-d'Oise, dans la banlieue nord-ouest de Paris, sur la Seine.",kaikki
ARGENTEUIL,2,N,m,"Municipalité régionale de comté des Laurentides, au Québec, Canada.",kaikki
ARGOEUVES,1,N,,"Commune française du département de la Somme, en Hauts-de-France.",kaikki
ARGOLIDE,1,N,f,"Région du nord-est du Péloponnèse, en Grèce, autour de la ville d'Argos.",kaikki
ARGOVIE,1,N,f,"Canton du nord de la Suisse, dont le chef-lieu est Aarau.",kaikki
ARIANE,1,N,f,"Fille de Minos dans la mythologie grecque, qui remet à Thésée le fil lui permettant de ressortir du Labyrinthe.",kaikki
ARIANE,2,N,f,Prénom féminin d'origine grecque.,kaikki
ARIANE,3,N,f,Famille de lanceurs spatiaux européens.,kaikki
ARISTENETE,1,N,m,Nom attribué à l'auteur d'un recueil grec tardif de lettres d'amour fictives.,kaikki
ARISTIPPE,1,N,m,"Philosophe grec de Cyrène, disciple de Socrate, fondateur de l'école cyrénaïque qui plaçait le plaisir au centre de la vie bonne.",kaikki
ARISTOBULE,1,N,m,"Nom porté par plusieurs personnages de l'époque hellénistique et hasmonéenne, dont des rois et grands prêtres de Judée.",kaikki
ARISTOPHANE,1,N,m,"Poète comique athénien du Ve siècle av. J.-C., principal représentant de la comédie ancienne, auteur des « Grenouilles » et des « Oiseaux ».",kaikki
ARISTOTE,1,N,m,"Philosophe grec du IVe siècle av. J.-C., élève de Platon et précepteur d'Alexandre le Grand, fondateur du Lycée et auteur d'une œuvre encyclopédique.",kaikki
ARIZE,1,N,f,"Rivière d'Occitanie, dans l'Ariège, qui a creusé la grotte du Mas-d'Azil.",kaikki
ARJANG,1,N,,"Petite ville et commune de l'ouest de la Suède, dans le Värmland.",kaikki
ARKHANGELSK,1,N,m,"Ville portuaire du nord de la Russie, sur la mer Blanche, et oblast dont elle est le centre administratif.",kaikki
ARKHANGUELSK,1,N,m,"Variante graphique d'Arkhangelsk, ville et région du nord de la Russie.",kaikki
ARLES,1,N,,"Ville française des Bouches-du-Rhône, en Provence, riche en monuments romains et liée au peintre Van Gogh.",kaikki
ARLES,2,N,,"Ancien nom d'Arles-sur-Tech, dans les Pyrénées-Orientales.",kaikki
ARLETTE,1,N,f,Prénom féminin.,kaikki
ARLON,1,N,m,"Chef-lieu de la province de Luxembourg, dans le sud-est de la Belgique.",kaikki
ARMANCON,1,N,m,"Rivière de Bourgogne, affluent de la rive droite de l'Yonne.",kaikki
ARMAND,1,N,m,Prénom masculin.,kaikki
ARMANDINE,1,N,f,Prénom féminin.,kaikki
ARMANET,1,N,,Nom de famille français.,kaikki
ARMEL,1,N,m,Prénom masculin.,kaikki
ARMELLE,1,N,f,"Prénom féminin d'origine bretonne, forme féminine d'Armel.",kaikki
ARMENGAUD,1,N,,Patronyme d'origine occitane.,kaikki
ARMENIE,1,N,f,"Pays enclavé du Caucase du Sud, à la charnière de l'Asie et de l'Europe, dont la capitale est Erevan.",kaikki
ARMENISTAN,1,N,m,Nom donné à l'aire géographique d'Asie occidentale où l'arménien est ou fut historiquement parlé.,kaikki
ARMENTIERES,1,N,f,"Commune française du département du Nord, en Hauts-de-France, près de la frontière belge.",kaikki
ARMIDE,1,N,f,"Magicienne de la « Jérusalem délivrée » du Tasse, qui retient le croisé Renaud par ses enchantements, et sujet de nombreux opéras.",kaikki
ARMIN,1,N,m,"Prénom masculin d'origine germanique ou latine, rattaché au chef chérusque Arminius.",kaikki
ARMORIQUE,1,N,f,"Nom antique de la partie nord-ouest de la Gaule, correspondant en gros à la Bretagne actuelle.",kaikki
ARNAUD,1,N,m,Prénom masculin d'origine germanique.,kaikki
ARNAUD,2,N,m,Nom de famille formé sur ce prénom.,kaikki
ARNAULT,1,N,,"Patronyme porté par Bernard Arnault, homme d'affaires français, dirigeant du groupe de luxe LVMH.",kaikki
ARNO,1,N,m,"Fleuve de Toscane, en Italie, qui traverse Florence et Pise avant de se jeter dans la mer.",kaikki
ARNOUX,1,N,,Patronyme.,kaikki
ARNTFIELD,1,N,m,"Ancienne municipalité, aujourd'hui quartier de Rouyn-Noranda, en Abitibi-Témiscamingue, au Québec.",kaikki
AROUEDES,1,N,,"Lieu-dit de la commune de Saleich, en Haute-Garonne.",kaikki
ARPAJON,1,N,f,"Commune française de l'Essonne, en région parisienne, connue pour sa foire aux haricots.",kaikki
ARPAJON,2,N,f,Nom d'une famille noble du Rouergue.,kaikki
ARPAVON,1,N,f,"Commune française du département de la Drôme, en Auvergne-Rhône-Alpes.",kaikki
ARQUISAT,1,N,,"Hameau de la commune de Miglos, dans l'Ariège, en Occitanie.",kaikki
ARROUET,1,N,,"Nom de famille français, proche d'Arouet, patronyme de Voltaire.",kaikki
ARRUDA,1,N,,Nom de famille d'origine portugaise.,kaikki
ARSACE,1,N,m,"Fondateur éponyme de la dynastie parthe des Arsacides, au IIIe siècle av. J.-C.",kaikki
ARSENAULT,1,N,,Nom de famille répandu en Acadie et au Québec.,kaikki
ARSENE,1,N,m,Prénom masculin.,kaikki
ARSENEAU,1,N,,"Nom de famille acadien, variante d'Arsenault.",kaikki
ARSENEAULT,1,N,,"Nom de famille acadien, variante d'Arsenault.",kaikki
ARSINOE,1,N,f,"Prénom féminin d'usage historique, équivalent de l'anglais Arsinoe, porté par plusieurs reines de l'Égypte ptolémaïque.",kaikki
ARSOUDRE,1,V,,Graphie reflétant la prononciation populaire du verbe résoudre.,kaikki
ARTAGNAN,1,N,,"Commune française des Hautes-Pyrénées, en Occitanie, dont le nom est lié au mousquetaire d'Artagnan.",kaikki
ARTAXERXES,1,N,m,Nom de plusieurs rois perses achéménides des Ve et IVe siècles av. J.-C.,kaikki
ARTE,1,N,f,"Chaîne de télévision culturelle publique franco-allemande, créée en 1992.",kaikki
ARTEMIDE,1,N,f,"Variante d'Artémis, déesse grecque de la chasse et de la nature sauvage.",kaikki
ARTEMIS,1,N,f,"Déesse grecque de la chasse, des animaux sauvages et de la Lune, sœur jumelle d'Apollon.",kaikki
ARTHABASKA,1,N,f,"Municipalité régionale de comté du Centre-du-Québec, au Canada.",kaikki
ARTHUR,1,N,m,Prénom masculin d'origine celtique.,kaikki
ARTHUR,2,N,m,"Le roi Arthur, souverain légendaire des Bretons, au centre des récits de la Table ronde.",kaikki
ARTIGAT,1,N,,"Commune française de l'Ariège, en Occitanie.",kaikki
ARTIGOLE,1,N,,"Lieu-dit de la commune d'Urau, en Haute-Garonne.",kaikki
ARTIGUENAVE,1,N,,"Lieu-dit de la commune de Montastruc-de-Salies, en Haute-Garonne.",kaikki
